sample_id,age,age2,sex,eth1,eth2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,feature_1,feature_2,y
s11,-0.663911,0.440778,0,1,0,-0.417118,-0.968767,0.793285,0.243745,-0.176385,0.88883,0.0289629,0.522149,0.713451,-0.222734,-0.0726877,1.41779,0
s12,-0.757261,0.573444,1,0,0,0.0113162,-0.487481,0.10574,0.26443,-0.491527,-0.803168,-0.847939,-0.476796,0.175512,0.814978,0.138208,-0.664679,0
s13,-2.67317,7.14584,0,0,0,0.355409,-1.46227,-0.345009,0.200469,-1.41136,0.104257,-0.201026,1.86853,-0.547215,0.609373,0.0825581,0.0780315,1
s14,2.02432,4.09785,0,1,0,0.815908,0.482193,-0.301605,-0.577679,0.226249,0.236133,0.193107,-0.018428,0.645624,-0.804389,-0.69805,0.289086,1
s15,-0.405477,0.164412,1,1,0,-0.630544,-1.14024,-0.46527,0.485944,0.0454706,-0.420583,-1.1643,0.765446,-1.08738,-0.272682,1.07971,0.039421,1
s16,0.242464,0.0587888,0,0,1,1.33401,-0.746337,-1.66926,-1.84667,-0.691666,1.03928,0.338683,2.55147,0.845767,0.543348,-0.124194,0.851349,0
s17,0.931246,0.86722,1,1,0,0.89701,-1.41259,1.07289,-0.114027,2.22588,-1.61061,-0.320271,1.4662,0.618706,0.571353,1.11901,0.259046,1
s18,-1.3554,1.83712,1,0,0,1.37321,-0.148642,-0.0713929,-0.236798,-0.706936,2.17742,0.0183612,-0.648048,-0.233582,-0.325006,1.44003,1.49349,1
s19,-0.796815,0.634914,0,0,1,-1.48175,-0.929215,0.501321,-0.0242729,-0.423844,-1.48001,0.309739,-0.397139,-1.30661,-1.54909,0.270513,0.50087,0
s20,-1.79878,3.23561,0,0,1,-1.45738,-1.56136,-1.09249,-0.0428565,0.611035,0.139222,1.35909,-0.966552,0.987786,1.05254,-0.780011,1.155,0
s21,-0.918434,0.843521,0,0,1,-1.17911,-0.970649,1.17018,-0.390675,-0.135706,0.188076,0.978666,-0.429899,0.802832,-0.194081,0.108717,-0.765333,0
s22,-0.0947846,0.00898412,0,0,0,-1.71058,-1.06263,-0.829388,0.762301,1.64193,0.312713,0.202721,0.461966,-0.441932,-0.442052,1.11672,1.70942,0
s23,0.774063,0.599174,0,0,1,0.226702,-0.53662,-1.52979,-0.74932,-0.905948,-1.50265,1.45466,1.82877,0.799824,0.0823142,-0.834964,0.638765,0
s24,-0.164087,0.0269245,1,0,1,-0.188315,-2.7225,-0.309642,-0.669792,-1.02108,1.03769,-1.75932,1.18168,1.07058,-0.561731,0.872195,-0.73633,0
s25,0.574093,0.329583,0,1,0,-0.860067,-0.585141,1.23439,0.684673,-1.00359,-1.76867,-0.186943,-1.04864,-1.41853,1.80915,-0.392614,0.0729951,1
s26,-1.17447,1.37937,0,0,1,0.676784,-0.491472,-1.72069,0.647779,-1.06192,-0.696723,0.315977,0.643671,0.283068,-0.968711,-1.25244,2.46888,0
s27,-0.435178,0.18938,1,0,0,-0.43495,2.04552,-1.02462,1.456,-0.0437991,0.408336,-2.01282,-0.946911,1.3475,-0.792482,0.427484,0.108726,0
s28,0.193156,0.0373091,1,0,1,-0.0680118,-0.436377,1.08345,-0.656348,0.0831572,-0.700035,-0.646777,-0.883863,-1.65166,1.44591,2.52787,-0.877314,1
s29,-1.94285,3.77468,1,0,0,1.05829,-0.552157,-0.992772,-1.26841,0.366314,-0.49508,0.693396,-1.1373,-0.432099,-0.376664,-1.6335,0.292298,1
s30,-0.977863,0.956217,1,0,0,-0.522763,2.51648,-0.906436,-0.376409,-0.235989,0.373866,1.96909,0.979394,0.0889608,-1.50758,-0.667306,-1.07963,0
s31,0.678768,0.460726,0,0,0,1.32357,1.07764,-2.20046,0.448676,0.549895,-0.109009,0.79806,1.06735,0.473928,0.095565,0.713276,-0.38877,0
s32,-0.079076,0.00625301,1,0,0,1.62349,-0.856818,1.09418,-1.68663,-1.25198,1.43531,-1.66502,-1.00605,0.0170908,-0.987912,0.666547,0.593521,0
s33,-0.287144,0.0824517,0,0,0,0.264789,0.329969,-1.81662,0.888355,0.210025,-1.50053,-0.406245,-1.36266,-1.05665,-1.13595,-1.36469,0.519956,0
s34,0.11257,0.0126719,1,0,0,0.559472,0.387806,-1.83868,-0.550996,0.445648,-1.15969,-0.126636,-0.245853,-0.417504,2.48137,-0.0795828,-1.46998,1
s35,0.996803,0.993616,1,0,0,1.89855,-1.33193,0.402985,-0.357116,-1.33908,-0.778078,-0.238244,-2.26777,0.236046,-1.37151,0.104178,1.306,0
s36,-0.106114,0.0112602,0,0,1,0.0951523,-0.0625439,-0.500704,-0.241233,0.187428,-1.16152,-0.201726,2.28345,0.403313,-0.618399,-0.527631,0.336238,1
s37,-1.21191,1.46873,1,0,1,1.66917,0.468845,0.234794,0.515879,1.56803,0.701011,-1.6618,-0.0292023,-0.396284,-0.830056,-0.170653,-1.36111,0
s38,-1.39059,1.93374,0,1,0,-2.15602,-0.166935,0.768348,-0.823475,-0.738397,-0.543852,-1.40946,-1.87338,0.67053,-1.56923,-0.851753,-0.273675,0
s39,0.610878,0.373172,1,1,0,-1.86285,1.55517,0.0159965,0.271853,0.309232,0.186214,0.584456,0.528874,-0.155206,-1.80906,0.780826,0.420254,0
s40,1.89424,3.58813,0,1,0,1.40122,-0.488202,-0.12314,0.312841,0.227369,1.25246,-0.734669,-1.72701,1.76328,-0.435508,-0.696846,-0.108791,0
s41,0.261664,0.0684683,1,1,0,0.900796,-0.141816,1.4967,0.902383,0.129976,0.876195,-0.868657,0.142613,-0.548662,0.41792,0.0112838,0.484853,0
s42,0.541377,0.29309,1,1,0,-0.0249541,-1.01327,1.61938,0.126423,-1.10642,0.983893,-0.632551,0.469507,0.283793,-1.49867,1.51294,-0.325642,0
s43,-1.05484,1.11268,0,0,0,0.396266,-0.0524553,0.7395,-0.35963,-0.283629,-0.739051,-0.617766,0.577937,-0.545049,-0.777099,0.129525,-0.303472,0
s44,-0.462955,0.214327,0,1,0,0.462424,0.184423,-0.563187,-0.250572,-0.980897,-0.79943,0.973651,-0.635989,1.2984,-1.75371,2.05229,-0.641143,0
s45,0.645338,0.416462,0,0,1,1.55514,-0.198734,1.17765,0.260769,0.671389,-0.097628,-0.19929,0.309546,1.58446,-2.55414,1.4517,-0.641671,0
s46,1.75281,3.07233,1,0,1,0.271267,0.497605,0.235696,0.500643,0.150018,0.148563,0.29129,0.533893,-0.185702,1.12236,-1.43074,1.32404,0
s47,-0.954711,0.911474,0,0,1,-0.613683,-0.105406,-0.0497468,-0.633403,0.716035,0.280476,-0.356667,-0.463536,1.22592,1.15825,-1.08764,-0.469984,0
s48,1.02174,1.04395,0,0,0,0.880921,0.621764,0.242323,1.59166,-0.115949,0.453386,-1.80716,0.801301,-0.58168,-0.0104131,1.83911,0.375212,0
s49,1.07883,1.16387,1,0,1,-0.273708,0.519834,-1.26044,-0.724163,0.300617,0.271105,0.557578,0.406279,0.507338,-1.6473,-0.873477,1.18234,0
s50,-1.10167,1.21368,0,1,0,-1.90709,-0.483839,-0.0600307,1.08464,0.162155,0.676883,-0.880155,-0.134704,-0.0896251,-0.0891877,0.177623,1.26004,0
s51,0.19822,0.0392911,0,0,1,1.17234,-0.474221,-0.654656,0.453195,0.219465,-0.242083,0.218217,-0.620353,-0.0490218,-0.309752,-0.610343,0.886356,0
s52,-1.74728,3.05299,1,0,1,0.341803,1.52256,-1.05294,0.459353,1.12795,-0.897976,-1.32696,0.314164,0.480964,-0.859032,1.475,1.07659,0
s53,-0.925817,0.857138,1,1,0,0.152658,1.38707,-0.0453025,-0.925512,-0.585162,-0.975881,-1.27135,0.274818,-0.469253,0.943747,-0.160953,-1.12967,0
s54,-0.732043,0.535887,0,1,0,1.00411,1.19948,-0.913376,-0.69277,1.31643,-1.24915,-0.301853,-0.839257,-0.860725,-1.55466,1.30136,0.409839,0
s55,-0.97907,0.958579,0,1,0,-1.48013,-1.11297,-0.739794,-0.382648,1.58355,1.06769,1.17952,0.188406,2.28475,-0.184075,-0.759544,-0.927637,0
s56,0.25946,0.0673197,1,1,0,-0.631963,-0.96213,0.2956,0.987983,-0.767173,0.916994,-0.590541,-1.13278,-0.685358,1.31946,-0.506246,-0.406079,0
s57,0.738624,0.545566,1,0,0,0.563896,0.730679,1.42472,0.184412,1.48518,0.823274,0.441941,-0.849568,-1.19091,-0.421592,-0.634788,-1.25905,0
s58,-0.786568,0.618689,0,0,1,1.2041,0.182926,0.147085,-1.43555,0.157487,-1.33271,-0.117455,0.824621,-1.30207,1.0011,0.853601,0.316579,0
s59,0.214599,0.0460528,1,1,0,0.64544,-2.73923,0.471111,0.432296,-1.10558,1.27056,-0.428883,-0.76783,-2.13774,-0.103768,1.25158,-0.452372,0
s60,0.148866,0.022161,1,1,0,0.465976,-1.07324,-0.493229,0.447875,0.287861,0.897385,0.363183,0.617509,0.0345612,-0.0824196,-0.248603,-0.174986,0
s61,0.803424,0.64549,0,0,0,1.01032,0.0100572,-1.06914,-2.48084,0.52691,-0.876918,1.45748,-1.80551,-0.211799,-1.22705,0.156612,-0.764102,0
s62,-0.326779,0.106784,0,0,1,-2.83386,-0.89185,0.830001,-0.802364,0.780209,-0.380356,0.230874,1.05874,-0.0815486,-0.768097,0.937438,0.0211636,1
s63,-0.38068,0.144917,1,0,0,-0.201645,0.291265,-1.24563,-1.1228,-0.43284,-1.05974,-0.775005,0.17624,1.14222,1.15048,-1.25316,-0.983859,0
s64,-1.39743,1.95282,1,0,0,0.720046,-1.12848,0.165345,-0.364539,2.15454,-0.30683,0.851624,1.16744,0.205621,0.259537,-0.387377,0.404078,0
s65,1.80162,3.24585,0,1,0,-0.433064,-1.1843,-0.242341,-1.87207,-1.27496,0.601993,0.783397,0.731197,1.15064,-0.856017,-1.67698,-1.20132,0
s66,-0.512783,0.262947,1,1,0,-0.418653,-1.64832,0.88998,-1.07978,-1.04397,-0.017301,1.65961,-1.85605,0.306146,0.955334,0.0552614,1.92901,0
s67,0.0298027,0.000888202,0,0,0,-0.485584,0.309548,-0.553749,0.300451,0.813043,-1.38608,0.58018,-1.84942,-0.797739,1.29471,-0.892573,-0.0909207,0
s68,1.62183,2.63033,0,0,1,1.38376,0.817812,-0.484798,1.87386,-1.89192,1.39553,0.957832,0.533887,-0.73061,-0.908428,2.45981,-1.81987,1
s69,-0.910877,0.829697,1,1,0,0.824117,0.487777,0.173718,-1.21223,-0.634685,-0.82783,0.461247,1.48648,1.70464,-1.17538,0.337541,-0.47598,0
s70,0.86516,0.748503,0,0,0,1.52937,-0.270764,0.59198,-0.910346,-0.950222,1.5594,-0.61567,-0.874588,0.413284,0.957923,-0.674864,0.0854689,0
s71,0.781935,0.611423,1,0,0,-0.147021,-0.150429,-1.70187,2.21996,0.387886,3.14087,-0.390475,1.80769,0.842545,-1.13703,0.396128,-0.657301,1
s72,-0.949231,0.901039,1,1,0,-0.599627,0.55779,-1.17695,-0.18128,0.453266,-0.100313,-0.474241,-0.98054,1.62532,0.0952184,-0.113875,-0.0494703,0
s73,-1.01921,1.03879,0,0,1,-0.514651,-0.150748,-0.0178897,1.01122,-1.63763,0.894452,0.604458,-1.04529,1.60279,-0.151105,-0.493908,0.603936,1
s74,0.82748,0.684724,0,0,1,0.885578,-0.217044,1.60872,-0.065769,0.791557,0.707216,-0.195177,-0.253636,0.0302067,-0.516051,-0.81152,-0.489975,1
s75,0.317364,0.10072,1,0,0,0.378505,-0.511092,0.862711,-0.938639,-0.429969,0.616899,-1.29084,-1.68843,-0.588381,-1.44718,0.612806,0.9129,1
s76,-0.203771,0.0415228,1,1,0,1.01602,1.78288,0.176241,-1.44347,0.609391,-1.118,-0.317304,0.55975,-0.0356968,-1.64425,0.275689,0.0453286,0
s77,-0.732194,0.536108,1,0,0,0.314149,-0.601291,1.56097,0.0515199,0.600632,0.00497536,1.52286,-0.51538,0.376077,0.401115,-0.380441,-0.32668,1
s78,-0.577111,0.333057,1,0,0,-0.774609,-0.949107,0.0362975,0.44827,-1.66633,-0.20154,-0.779625,-0.0915721,-0.774221,1.29943,1.02941,-0.905169,0
s79,-0.428885,0.183943,0,0,1,-0.84684,0.545399,-2.5346,-0.995927,0.276696,-0.301372,-1.14055,-1.24029,0.367696,-0.0318981,1.13609,0.630809,0
s80,-0.144181,0.0207882,0,0,1,0.722722,0.914932,-0.691355,-0.0728992,-1.22998,0.843422,-1.24905,-0.235189,-0.286821,1.23734,0.386735,0.579058,0
s81,-0.24219,0.0586559,0,1,0,-0.907501,-1.17108,-0.860737,-0.21899,0.236094,0.494456,-0.0351373,1.22702,1.33835,-0.81495,-0.139948,0.172423,0
s82,-0.408052,0.166506,1,1,0,-0.604645,0.846576,-0.0719251,-1.04057,-0.722836,0.886321,1.38548,1.39277,-0.683694,-2.40148,-0.742667,0.454237,0
s83,-0.666201,0.443823,1,0,0,0.297889,-0.385355,1.77872,-0.481344,-0.201967,1.59397,-0.632342,0.175842,0.417317,-1.26781,0.302239,0.382347,1
s84,-0.205741,0.0423296,0,1,0,1.09035,0.3973,-0.75709,-1.89593,0.157178,0.684181,-0.116803,-0.839898,-1.2258,1.09049,0.394265,0.0637812,1
s85,0.296485,0.0879033,1,1,0,1.00077,1.20837,-0.732554,-0.205243,-0.425725,-0.272635,-0.0344183,-1.09203,0.810456,0.690574,0.0110343,-0.419072,0
s86,0.953304,0.908788,1,0,0,1.48562,0.705542,0.824782,-0.0815005,-0.190795,0.762237,-1.25079,0.133796,1.87961,-0.727902,0.452286,1.74744,0
s87,-0.777142,0.60395,0,0,1,1.78765,0.819925,2.06042,-0.664931,0.0917848,-1.44049,-1.15155,-0.119114,0.40977,1.22079,-0.733985,-0.144153,1
s88,0.0112569,0.000126717,1,1,0,0.86009,0.199144,0.602401,-1.80806,-0.0660598,0.195555,1.25533,1.1051,-2.26569,-1.39437,0.949529,0.305163,1
s89,1.40884,1.98484,0,1,0,-0.836801,1.0727,0.176799,0.503684,1.56998,2.43717,-0.00528042,1.56712,0.351114,1.37344,2.07181,0.793694,0
s90,-0.393958,0.155203,1,0,1,-0.144445,0.946146,0.79114,0.296357,1.14944,-0.576426,-1.83604,0.145588,-0.459159,2.27721,-0.956672,-0.0684792,0
s91,0.990457,0.981006,0,0,0,1.24581,-0.986771,1.30684,1.17791,-1.21325,-0.162859,-0.457196,0.094966,-0.346675,-0.371112,0.495988,-0.544109,1
s92,1.08897,1.18585,1,0,0,0.248619,-1.65666,-0.363547,1.26955,-1.36411,0.888205,-0.970134,-0.518439,0.396466,-0.361662,0.892044,-0.167981,0
s93,-0.871302,0.759168,0,1,0,-1.16045,1.30763,0.925989,-0.869813,-0.290227,0.989318,0.520724,0.727525,-1.4589,-0.760327,0.231053,-1.284,0
s94,-0.781661,0.610994,0,0,1,0.133462,-0.937698,0.832954,0.461954,-1.79753,-0.150938,-1.40783,1.60731,0.4108,1.09656,0.431127,0.809502,1
s95,0.222476,0.0494957,1,1,0,1.81342,-1.19437,0.895383,0.0927192,0.104251,0.395787,0.635937,0.398953,0.12848,-0.856188,2.26221,1.1986,0
s96,-2.07579,4.30892,1,0,1,-0.888447,0.014892,-2.14495,-0.469184,-0.648183,-0.349139,-0.945919,-0.855558,1.75819,1.15072,-0.95198,0.142278,1
s97,1.2727,1.61976,1,0,0,-1.90999,0.551018,1.44893,0.740426,1.48743,0.0115641,-0.278355,-1.39778,-0.620746,-0.420567,-0.489987,-1.07613,0
s98,2.01178,4.04726,1,0,1,0.0431555,1.38589,-0.776997,-0.363553,1.16665,-0.52142,-0.898002,0.20546,-0.885107,-0.697903,-0.213244,-1.51429,1
s99,-0.772109,0.596153,0,0,1,1.78086,-0.95441,-1.07661,-0.229129,-1.52556,-1.19,-0.247583,-0.219671,0.395024,-2.57193,-1.11923,-1.20934,0
s100,1.53069,2.34302,0,1,0,1.20421,0.216011,2.11228,0.52885,1.12713,-0.177729,-1.00249,0.00520306,0.203341,-0.894667,-0.746807,-1.47562,0
s101,-0.758972,0.576039,0,0,0,0.469278,1.08008,2.09462,-1.74887,-0.990229,-0.637227,-0.689958,-1.49991,-1.22864,-0.978416,-1.0593,0.237815,1
s102,-0.79803,0.636852,1,1,0,0.268865,-0.561068,1.44871,2.19112,-0.468525,0.0917424,-0.193568,-0.561217,-0.559768,0.624764,-0.927116,-2.32029,0
s103,0.309127,0.0955594,1,0,1,0.434292,-0.0147022,-0.492682,-0.886557,0.131056,0.257816,0.277553,2.39659,-1.81355,-0.826551,1.62463,1.42518,1
s104,-0.301072,0.0906442,1,0,1,-0.151856,0.732504,-0.723623,-0.937907,2.23711,2.90909,-2.37742,0.706027,-0.463275,-1.78265,2.10726,-1.6358,0
s105,-0.794006,0.630446,1,0,1,-0.334518,1.20231,0.851364,0.497912,-0.657843,-0.745216,0.598972,0.817006,0.0286144,0.881678,0.416897,-0.312504,0
s106,1.10238,1.21523,1,1,0,-0.135492,0.175394,1.21137,-0.264999,0.236753,0.340273,-0.810419,-2.74892,1.72613,1.51591,-1.34616,-0.285321,0
s107,-2.17634,4.73645,0,1,0,1.83048,-0.322111,0.898733,1.35819,-0.202472,-0.0333456,0.511666,0.206695,-0.684076,0.63125,-1.4707,0.0658598,0
s108,-1.39519,1.94656,1,0,0,2.38087,-0.0359033,0.109083,-1.51272,-0.347798,-0.592415,-0.842853,-0.13746,0.286696,-1.69465,-0.382238,-0.560117,0
s109,0.908989,0.826261,1,0,1,0.2892,-0.884829,0.989635,0.000333929,-0.231581,0.527091,-0.0264589,-2.36321,-0.894336,1.08432,-1.94738,0.554829,0
s110,0.108763,0.0118294,1,0,1,-0.132934,-0.398,-1.21373,1.05364,0.0237702,-1.62623,0.160851,-1.09238,0.195047,2.09221,-0.797304,-0.24325,1
s111,0.0429755,0.00184689,1,1,0,-0.626289,0.857961,-1.11812,0.215083,-0.195497,0.18507,-0.533405,0.750803,1.85683,0.357841,-0.00100001,-0.35275,0
s112,-0.027862,0.000776291,0,0,1,-0.33256,-0.223441,1.27981,1.20515,-0.948401,-0.386414,-1.1593,-0.596732,0.417016,-0.00695843,-1.11866,0.547177,1
s113,0.128027,0.0163909,1,0,0,0.392196,0.371507,0.58167,-1.03946,-0.396909,-0.132318,-0.574607,-1.18051,-0.87647,-1.21096,-1.01021,1.20061,0
s114,-0.447126,0.199922,1,0,1,-0.146535,-1.20201,0.255892,-2.97545,-0.773464,1.85727,0.146661,0.00949579,-0.374634,-1.79454,0.0250596,0.270082,0
s115,0.224497,0.0503987,0,0,1,-0.835387,1.26434,1.40589,-1.26928,0.517793,1.07756,0.797927,-0.445946,-0.575977,-0.699302,0.699158,0.688615,0
s116,0.7977,0.636325,0,0,0,1.33742,0.052148,-0.159592,-0.315373,3.04541,-0.000255609,-0.43431,-0.620911,0.0162689,0.545816,1.10135,1.14478,1
s117,-0.482937,0.233228,0,1,0,-0.180364,-0.573188,0.328291,2.34268,0.427419,-0.069902,-0.55352,0.284932,1.054,-0.358547,0.0687165,-1.91286,0
s118,-0.963741,0.928798,1,0,0,0.387958,0.976112,-1.34329,0.294232,-0.710787,-1.46639,-0.612713,1.35658,0.575189,-0.392318,-0.17924,0.0259033,0
s119,1.24012,1.53791,1,0,0,2.01918,-0.20477,2.863,-0.751216,-1.48406,-0.270796,-1.12477,0.43965,-0.564371,-1.45775,-0.139226,0.448141,1
s120,-1.99106,3.96431,1,1,0,0.480097,-0.908641,0.0435675,0.247405,-0.595928,-0.20965,-0.650901,-1.03071,-2.46621,-1.06172,-1.52676,-1.02519,1
s121,0.77155,0.595289,1,0,0,-1.70543,-0.760631,0.629588,-2.32996,0.922916,0.500046,1.37908,0.337104,-1.10726,-1.48883,0.225277,0.396841,0
s122,-0.00580807,3.37336e-05,0,0,1,0.0667844,0.791713,0.889249,-1.12536,0.561689,0.243659,-0.361671,0.375055,-0.264225,-1.55715,0.95754,0.715484,1
s123,-0.81785,0.668879,1,0,0,-0.938154,-0.512115,0.177054,0.566765,-0.88222,-0.475165,0.169697,0.479183,0.151874,0.138702,-0.132675,0.534119,0
s124,0.468628,0.219612,0,0,1,-0.881506,-2.32039,0.985373,-0.315304,-1.07687,0.607934,1.5669,0.628159,0.642761,-0.191122,1.50611,-2.13112,0
s125,-0.363262,0.13196,1,1,0,-0.596392,0.114007,1.3105,2.24474,0.394466,-0.38231,0.0976249,0.640385,0.588892,0.920443,0.536,0.165523,0
s126,0.698428,0.487801,0,1,0,-0.557152,-1.88512,0.614616,-0.622065,-0.271961,0.488728,-0.639391,-0.254546,1.25525,0.205796,-1.09692,-2.03599,0
s127,0.880834,0.775869,1,1,0,-0.429772,0.554286,0.189104,0.224207,0.85831,-1.31053,-0.620061,-0.0744849,0.401689,-0.0761389,-0.604248,-0.67323,0
s128,-1.60409,2.57309,0,1,0,-0.115079,1.784,0.698892,-1.48271,0.437286,-1.80728,-1.12632,-0.0287121,0.339218,-0.157521,0.364895,-1.18366,1
s129,0.267055,0.0713182,0,0,1,1.20125,2.48079,1.42927,1.20493,-0.787287,1.78688,0.348988,0.425571,1.18605,-0.366709,-0.197197,-0.638186,0
s130,0.381844,0.145805,0,1,0,-1.36633,0.716442,-1.21135,1.12832,-0.606653,-0.378894,-2.37269,-1.05506,-0.56074,-1.27836,0.487145,1.82161,0
s131,-1.69429,2.87062,1,1,0,1.17346,2.00282,1.549,-0.454453,-0.691291,0.178571,0.789744,-1.60615,0.489956,0.10389,-1.13729,-1.12457,0
s132,0.388603,0.151012,0,0,0,0.527471,-0.361872,0.329016,-0.881097,1.3637,1.65334,-0.522602,0.265188,-0.195405,-1.07579,-0.212262,1.36515,0
s133,0.99173,0.983528,0,0,0,-0.722041,-1.8782,-1.19348,1.74846,-0.217266,0.210996,0.581012,0.847982,0.52357,-0.099213,-0.961876,-1.04365,0
s134,1.54732,2.39419,0,0,1,1.62119,-0.106882,-1.74289,-1.52721,0.381608,-0.0111023,1.11157,-0.450682,-2.07453,-1.74163,0.5885,-1.9864,0
s135,1.44308,2.08249,1,0,0,-0.968157,-0.682893,0.949332,-0.703882,-0.574275,-0.826427,3.33283,-1.43695,0.0103195,1.74302,-1.18098,-0.522276,0
s136,0.593046,0.351703,0,0,1,-1.73539,0.778249,0.757893,1.3823,2.26262,-0.901916,1.45003,-0.173891,0.267576,0.135637,-0.0879277,0.397397,0
s137,-1.13682,1.29236,0,0,0,-0.759565,0.274448,-0.0106939,0.193653,-0.682028,-0.688888,-1.0561,-0.0782199,1.74616,1.77909,-0.609106,0.833639,0
s138,1.5232,2.32015,1,0,0,1.53868,0.322325,-0.248442,-1.46862,-0.895867,-1.36601,-1.11149,-0.232408,0.287385,-3.01184,0.359099,1.62603,0
s139,0.172551,0.0297739,0,0,0,0.216631,-0.396295,-0.0515139,-1.89446,-1.23099,1.30947,3.79938,-0.252411,-0.821162,-0.371076,-0.5638,-1.31753,0
s140,-0.36861,0.135874,0,1,0,-1.51519,-0.314402,-0.0930312,-0.0772202,-0.0408732,0.955699,0.660009,-0.803943,-0.619525,0.10511,1.19491,-0.770245,1
s141,-0.512507,0.262663,0,1,0,-1.22181,-0.209394,-1.20469,0.709742,0.529826,-0.630833,0.268773,0.320968,0.208727,-2.57651,0.594475,0.113379,0
s142,-0.106867,0.0114205,1,0,0,0.548303,-1.46152,0.414597,-0.108811,-0.645103,0.0824336,-1.52226,-1.83564,-0.165071,-0.656012,-1.08336,0.12068,0
s143,1.08357,1.17413,1,0,1,-1.90822,0.173655,-0.0343221,-0.077004,0.152511,0.782768,0.535433,-0.103859,0.204857,-0.935158,-1.15237,0.910168,0
s144,1.22342,1.49676,1,0,0,-2.79828,0.324826,0.469045,0.713337,0.990228,2.04407,-0.367114,0.453932,1.46244,0.602985,-0.178673,-1.59733,0
s145,-1.24663,1.55408,1,0,0,-0.600239,-0.166704,1.04956,0.861653,-0.822555,0.969324,0.611511,-0.572342,-1.08773,0.438543,-0.370912,0.621499,0
s146,-1.13865,1.29652,0,1,0,0.0962347,-0.15589,0.983697,-0.818673,0.0778158,1.12724,0.856869,1.00329,-0.607451,-0.356538,-1.13471,-0.12707,0
s147,-0.723339,0.523219,0,1,0,-0.123277,0.0872251,0.0838511,1.0519,-0.689135,0.43364,-1.13041,0.787794,-1.27509,-2.18387,-1.34225,-0.699294,0
s148,1.53433,2.35416,0,1,0,0.378146,-0.266097,-0.742523,1.63988,-0.0166722,2.0196,2.01159,0.608216,0.977936,-0.396739,-1.27964,0.405737,0
s149,-0.682092,0.46525,0,0,0,-1.83793,-1.02593,0.594732,-0.605125,-0.496696,0.453431,0.58658,1.22241,-0.813174,0.0312791,0.557108,-1.39216,0
s150,-0.478744,0.229196,1,0,0,0.918164,-0.96763,-1.12825,-0.57776,-0.475074,-0.78574,-0.892217,-0.693116,-1.25757,-0.664011,1.00504,-1.17467,1
s151,-0.142852,0.0204067,0,1,0,0.858733,-0.254073,-0.579024,-0.644804,-1.63006,1.92087,-1.54363,0.827285,-0.495239,-2.5464,0.448858,-0.16541,0
s152,0.420048,0.17644,0,0,1,-0.100872,0.237358,-0.607982,0.316218,0.453588,-0.382511,0.933982,-1.09094,0.349388,0.938709,-0.360072,-0.772862,0
s153,-0.972683,0.946112,1,1,0,0.0949208,-0.0176565,0.235201,0.999262,-0.152565,0.703834,0.713978,-2.44867,-1.10587,-0.0806783,-0.472083,0.710472,0
s154,0.883206,0.780053,1,1,0,-0.418178,0.721232,-0.0799847,0.543295,-1.24951,1.09572,0.377335,-1.4214,-0.0991331,1.47947,0.25342,-2.06923,1
s155,1.73097,2.99627,1,0,0,-1.04455,-0.467537,0.565395,0.997277,-1.56218,0.96431,-0.163432,0.71315,-0.211668,1.27414,0.996064,-0.185629,1
