sample_id,age,age2,sex,eth1,eth2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,feature_1,feature_2,y
s18,0.0951059,0.00904513,1,1,0,0.639027,-0.255055,0.839905,0.143124,-1.59139,0.660322,-1.18188,-0.0799578,0.203868,-0.452817,0.138202,-0.180707,0
s19,0.392538,0.154086,1,0,0,0.733539,-1.37289,0.950821,0.626169,0.00110079,0.341745,-0.375613,-2.15982,0.567879,-1.64241,-1.92279,-0.0728013,0
s20,0.830906,0.690405,0,0,1,0.765084,-0.361004,-0.108001,0.187606,1.21605,-0.621368,-0.993219,-0.951918,-1.24261,-0.534341,0.762736,1.98343,0
s21,0.562013,0.315859,1,0,0,-1.19289,-0.621108,0.650168,0.0975813,-0.833845,0.398004,-1.15488,-1.33352,-0.844666,-1.11335,0.446988,-1.57459,0
s22,0.789691,0.623612,1,0,1,0.86293,1.18872,0.0885413,-1.18079,-1.2421,1.68146,0.962489,-0.475731,-3.54525,-0.49053,1.05103,-1.18912,1
s23,0.00533086,2.8418e-05,0,0,0,-0.258791,-0.583645,-0.746764,-2.55448,0.178842,-0.172007,1.24002,-0.216934,-0.413275,0.72869,0.223654,3.25474,0
s24,-0.0870402,0.007576,1,1,0,-0.244463,-0.00149957,-1.1668,-0.586281,-1.0398,-0.913685,-0.0340088,1.34288,-0.776412,-0.84883,-0.642503,-0.0843702,0
s25,0.586761,0.344288,1,1,0,-0.125514,-1.5703,0.444664,0.207212,1.37363,0.100346,0.325274,1.34386,0.0981835,1.13718,2.23377,-0.400709,0
s26,0.49911,0.24911,0,0,1,-0.444121,1.15268,0.410754,-0.318079,-1.05571,1.6943,-0.259354,0.304564,-1.38567,0.503762,-1.48062,0.729277,0
s27,1.32586,1.75791,0,1,0,1.76339,0.115508,-1.0365,1.09551,-0.892511,-0.027569,0.745599,0.316084,-0.0175155,1.34807,-0.227592,0.0853075,0
s28,-0.139918,0.0195771,0,1,0,0.373707,-0.364144,-2.54274,0.732477,0.377514,0.607446,-0.565039,-0.817186,-0.944452,-0.948646,0.495618,-1.5687,1
s29,-1.18276,1.39891,1,0,0,0.533569,-1.20179,-0.321439,1.4359,0.819163,0.660637,0.23298,-1.59959,0.667608,1.2199,2.22511,0.482021,1
s30,0.0217887,0.000474749,0,1,0,0.35867,1.33494,0.210706,0.0902356,0.647377,-0.0658952,-0.602862,1.18187,0.185351,0.696264,1.86633,-0.0465833,1
s31,0.524286,0.274876,0,1,0,-0.903604,-1.69727,0.229793,-0.214278,-2.18461,1.64459,-0.333345,-0.660069,1.03731,0.366895,-1.4231,-0.655314,0
s32,-2.18435,4.77138,1,0,0,1.10706,-0.358177,-1.40594,-0.254588,-0.189065,1.33419,0.784481,-0.0809398,0.0188855,1.02059,-1.35655,0.245632,0
s33,0.216801,0.0470025,0,0,0,-2.32665,-1.78235,-2.52587,0.219548,-0.961563,0.650355,0.319787,-0.387607,-1.80611,0.851454,0.326857,0.214577,0
s34,0.907041,0.822723,1,0,1,-1.96226,-0.257483,0.386461,-1.63797,-0.619683,-0.357282,0.162208,0.456599,-1.66643,0.0105138,-0.858125,1.35153,0
s35,1.21642,1.47967,1,0,1,0.755863,-1.01117,-1.65458,-0.69639,0.401584,-0.195029,-0.433472,1.03326,0.320605,0.602404,-0.0314376,-0.601215,0
s36,-0.518483,0.268825,0,0,1,1.22573,-0.055156,0.464889,0.34971,0.64739,0.605981,0.480608,-0.40834,-0.830149,-0.232584,0.0102651,1.15874,0
s37,-0.0927394,0.0086006,0,0,1,-2.18775,0.14206,-0.551048,-0.170201,0.273394,-0.574891,0.63257,0.593521,-0.173134,0.158462,-0.386437,1.02873,1
s38,1.97155,3.887,0,0,0,1.61723,-1.13896,0.826531,-1.40684,0.144409,-1.47542,-1.24982,0.661338,1.70953,-0.941916,-0.853003,-0.122677,1
s39,0.215555,0.0464639,0,0,1,-0.0262102,0.0210785,1.29907,-0.942847,-0.262166,-0.906775,0.990787,0.794287,0.685467,1.19859,-0.0485803,-0.394974,0
s40,1.02072,1.04188,1,1,0,-0.919044,-0.803448,-0.61282,-1.02001,0.725733,-0.754711,1.66421,2.7868,0.647277,-1.24457,-1.2509,0.37228,0
s41,-1.16409,1.3551,0,0,1,0.936148,-0.686265,-1.13163,0.345324,-0.0514868,-1.27252,0.480401,1.27234,1.02484,-0.46549,0.738512,-2.15995,0
s42,0.519203,0.269571,0,0,0,-0.678215,1.83878,1.16471,-1.17703,0.961886,-0.0842814,0.416884,0.493807,-0.461478,-1.94898,-2.41815,0.0163469,0
s43,-1.54364,2.38284,0,0,0,-0.199429,-1.47068,0.584092,-1.13264,-0.144015,0.0169573,1.14169,-0.109724,0.236041,-0.443755,0.8446,0.0477853,1
s44,-1.24436,1.54843,1,0,1,0.564598,0.937387,-0.339085,0.431353,1.01997,-0.997987,-1.08155,0.387717,-0.0120521,0.77308,1.4313,0.146307,1
s45,0.186584,0.0348134,0,1,0,0.70789,-0.12284,1.27876,0.151518,0.337368,-0.702682,2.02938,0.804649,-0.279358,-0.920473,0.120814,1.41042,0
s46,-0.401166,0.160934,0,1,0,-0.66898,2.53746,-0.897896,0.919283,-0.834747,-1.21575,-0.956977,0.684036,1.33771,1.02005,-0.810972,-1.1324,0
s47,2.65324,7.0397,1,0,1,2.0109,-1.49383,1.9738,-1.0272,-1.42359,-1.24866,-1.0134,-1.2178,-0.246469,0.688077,0.553997,-0.752911,1
s48,0.202233,0.0408982,1,0,0,-0.21181,-1.20652,-0.252358,-2.08202,0.145698,-0.598037,-0.100306,0.589826,1.26926,-0.549463,0.99096,1.30322,0
s49,-0.269557,0.0726609,1,0,1,0.501223,-1.57174,-1.6304,-1.02411,-0.393043,-0.763801,0.139876,0.317423,-1.1338,-0.275964,0.223799,1.21809,0
s50,0.817033,0.667543,0,1,0,-0.484241,0.235606,0.528086,0.856909,0.666447,-0.508554,0.00274279,0.377174,-0.880986,0.193227,0.362249,-0.559885,1
s51,2.36528,5.59453,0,0,0,0.158901,-1.53302,0.345526,1.59752,-0.584551,-1.37358,1.04874,0.445358,-0.576575,-0.457615,0.341376,-0.414962,0
s52,0.10157,0.0103165,0,0,0,0.870997,-0.249681,-0.733726,0.365878,-1.09198,0.0395688,0.101825,0.840272,0.630192,-0.778505,0.938146,1.39507,1
s53,-0.00253922,6.44764e-06,1,1,0,-1.51768,-0.589309,-0.00224315,-0.300603,1.289,0.628712,-1.27866,-0.9129,-1.31452,0.415249,1.17793,-0.728988,1
s54,1.23387,1.52242,0,1,0,-0.986795,0.411401,0.692552,0.988773,0.975904,-1.02783,-1.35909,1.14344,0.456611,-1.54214,-0.812045,0.00106963,1
s55,1.20346,1.44832,0,0,0,0.891275,1.6922,0.481047,1.06357,-1.36246,-0.11806,-0.509417,-0.406794,-1.15632,-0.60725,-1.23105,-0.333904,0
s56,-2.2417,5.02523,0,0,1,1.4546,1.11929,-0.278726,-0.720234,-1.87994,-0.241116,0.192873,1.18383,-0.827652,0.42163,-0.869651,0.711483,0
s57,1.04398,1.08989,0,1,0,-0.771122,-0.353843,1.83891,1.22797,-0.539377,0.280809,-0.346221,-2.20869,0.274176,1.24821,0.244655,1.31794,0
s58,1.9889,3.95571,0,1,0,-1.36851,-0.97222,-0.130655,0.0136625,1.0978,-0.774811,-1.85019,-1.65354,-2.34223,-0.319859,0.272269,0.89462,0
s59,2.54354,6.4696,1,0,1,1.06019,0.575829,-0.283766,-0.185994,1.96141,-0.0287351,-0.354274,-1.36494,-0.067584,1.49027,-1.34121,-0.340867,0
s60,-0.408089,0.166536,1,0,0,-1.14558,1.53776,0.18923,0.625685,-0.717302,-0.523402,0.178185,0.985698,-1.13491,-0.672274,0.469852,-0.369481,1
s61,1.06241,1.12871,0,1,0,-1.31859,-0.300554,-0.576645,-0.503171,0.977893,0.679894,0.496858,0.0501288,1.07413,0.125267,0.846866,-0.234828,0
s62,1.36382,1.86002,1,1,0,0.918471,0.602408,-1.89947,1.7452,-1.86838,-0.644219,-1.51215,-1.11531,0.387407,-0.490705,-0.717616,0.530383,0
s63,-0.918958,0.844483,0,1,0,-1.09194,2.02315,0.455073,-1.71982,-0.252975,0.840393,-1.35669,-1.82269,0.706459,-0.378541,-0.303799,0.586491,0
s64,-0.760201,0.577905,0,0,0,-0.854087,-0.105365,-0.281493,-1.11283,-0.0538727,0.264039,0.126464,0.348527,-0.0430605,-0.0325125,-0.689602,0.619825,0
s65,-0.354814,0.125893,0,0,1,-0.418739,1.11136,-0.893494,-2.39129,-0.538114,-2.08833,-0.591135,0.415129,-0.736001,0.169708,-1.1317,-0.49798,0
s66,0.694347,0.482117,1,1,0,0.0984959,1.66021,-0.19704,1.93002,-0.108557,0.17547,-0.595431,-1.22336,1.64263,0.0614774,0.497424,1.33723,0
s67,-0.137024,0.0187756,0,1,0,-0.163645,-0.344252,0.592785,1.36785,-0.208447,-0.887639,-0.429249,-0.538868,0.0885174,-1.06427,-1.83727,-2.66095,0
s68,-1.78555,3.1882,1,1,0,-1.90584,-1.0149,-0.168627,-0.17861,1.34861,0.373595,1.15483,-1.73057,0.427144,-1.0396,-0.91519,1.11286,0
s69,0.160217,0.0256694,1,0,1,-0.0154213,-0.880723,0.438971,-1.15643,0.27132,-0.829871,0.523256,-1.04461,-2.3853,-0.559094,0.420843,-0.00927487,0
s70,0.937678,0.87924,0,0,0,-0.730104,-0.108207,-0.0356042,0.172908,-1.53198,-0.348233,-0.571397,0.632315,-1.16186,-0.72378,-1.44155,0.807314,0
s71,0.386334,0.149254,0,1,0,-0.252975,1.3221,-1.64827,0.190957,0.137196,-1.55642,0.402226,0.289918,-0.536253,-1.55013,-0.0346228,0.225806,1
s72,0.0564648,0.00318827,0,0,0,-2.10899,0.775247,1.1185,1.32546,0.196569,-1.63974,-0.0323197,0.310358,0.78445,1.46072,-0.647576,0.934746,0
s73,-0.679565,0.461808,1,0,1,-0.312803,-0.86417,0.749416,-0.718481,0.737881,-0.98818,-1.24381,-0.520754,-0.986277,-1.31093,-0.444011,-0.313954,0
s74,-1.18518,1.40464,0,0,0,-1.01446,-0.344093,0.704627,-0.577382,-0.177008,-0.178861,1.043,-0.0490597,-0.424986,0.159692,0.583991,0.217436,0
s75,-1.2724,1.619,0,1,0,0.553629,0.0555426,-1.24175,0.636187,1.24596,2.30327,0.635251,0.687618,-1.29984,-1.15759,0.321287,1.82668,1
s76,0.283942,0.080623,0,1,0,0.459362,-1.0073,0.879178,-0.527512,-0.949912,0.138089,0.468164,-1.2842,0.699443,0.0690519,0.495913,-0.16769,0
s77,0.811665,0.658801,0,0,0,-0.981837,2.18762,0.0551279,-0.672958,-0.523962,1.36164,-2.25635,0.46352,-0.684239,0.955005,-0.301822,0.504795,0
s78,-1.4535,2.11266,1,0,1,0.0728552,0.990426,-1.02954,0.928151,0.477236,-0.560314,0.218445,-1.83577,0.454808,-0.467214,0.276738,1.62479,1
s79,-0.571608,0.326736,1,0,0,-0.885391,-0.0706383,-0.98053,1.72807,-2.24237,-1.0496,-2.74268,1.144,-1.00922,0.561022,-0.467632,1.42137,0
s80,0.388724,0.151107,0,1,0,-0.137415,-0.116755,-0.888504,-0.640003,-1.31123,1.18671,-0.942229,-1.76224,2.46441,-1.50965,-1.01195,-0.290653,1
s81,0.516618,0.266895,0,0,1,0.173626,-0.847542,-1.32543,1.02968,-0.628292,0.804467,1.44538,0.855473,0.417883,1.58465,-0.376496,0.662578,0
s82,-0.752087,0.565635,1,0,0,-1.52387,-1.89942,-2.53964,0.395557,0.413925,-0.479115,0.533801,0.540342,1.87778,0.961895,2.29697,0.321015,1
s83,-2.24768,5.05205,1,0,0,1.06708,0.718538,0.493804,-0.733014,1.18583,-0.0310131,-0.284658,0.14752,1.03828,1.55983,0.626265,-0.601769,0
s84,-0.0683328,0.00466937,0,0,1,-0.47915,-1.32822,0.487306,-1.04505,0.193712,0.385277,0.190019,0.587796,-1.33416,-0.134137,1.59594,0.336559,0
s85,0.948929,0.900466,0,1,0,1.09922,0.147751,-1.61506,-0.809003,0.876201,0.111326,1.73162,2.14915,-0.659961,1.7647,1.17637,0.253812,0
s86,-0.200629,0.0402519,1,0,0,0.00735496,-1.13675,0.29811,0.0346276,1.42817,-1.0476,0.618027,-1.67485,-0.524244,0.157854,-0.603579,-0.806385,0
s87,-1.40029,1.96081,1,0,0,-0.248465,-1.1944,0.369162,-0.736167,0.499477,-0.201225,0.667487,-0.992434,2.30183,-0.996604,0.228063,-0.984972,0
s88,-0.0535076,0.00286306,1,1,0,1.26502,-1.14784,1.61308,-0.646142,-0.991261,-0.96352,0.877148,-0.0580348,0.753736,2.16158,-0.182122,-0.0506335,1
s89,-0.408848,0.167157,1,0,1,-0.955668,1.06333,-0.609605,0.0970658,-0.0808748,0.169019,-0.23174,0.668342,1.20825,0.534095,0.218414,0.0425988,1
s90,-0.83598,0.698862,0,0,1,-1.04171,-0.115428,-0.383171,-0.695921,-0.503099,-0.529103,-0.505814,-1.55767,-0.512132,0.887144,0.207085,1.39276,1
s91,-0.721432,0.520464,0,0,0,1.97621,-0.0753464,-0.256163,1.47764,-0.629109,0.510782,0.460867,0.468079,-0.805309,-0.0705326,1.15045,-0.0667187,1
s92,0.957563,0.916926,1,0,0,-0.856123,0.0812643,1.45927,-2.53262,-0.0381741,-1.04488,-1.08121,1.88846,-0.555192,-0.663187,1.40203,-0.851425,1
s93,-0.273898,0.0750199,1,1,0,0.642058,-0.53777,-0.982741,0.054188,-0.761479,-0.543828,-0.853323,-1.01207,0.0329079,1.57781,-1.28956,0.842391,0
s94,-0.413556,0.171028,0,0,1,-0.0904363,0.151897,0.130878,1.05849,0.737698,-0.272211,-1.19732,-0.321976,0.586042,-0.719002,0.806419,0.0831009,0
s95,-0.521386,0.271843,0,0,1,-1.44762,0.705485,-0.966693,0.103336,-1.32297,-0.278004,-1.29972,0.393773,-0.00993171,0.18501,-0.733651,0.0229541,0
s96,0.0819262,0.0067119,0,1,0,-0.261872,-1.65469,0.515655,-0.514056,-1.77578,0.700038,-0.0879059,-1.17318,1.27712,-1.98138,-0.587066,-0.171546,1
s97,-1.46687,2.15171,0,0,1,0.215993,-1.49305,-0.627151,0.126012,0.143453,1.70874,0.50505,1.098,0.191741,-0.746254,-1.37164,0.169534,0
s98,0.572669,0.32795,0,0,1,-1.05423,1.15203,0.957419,-0.636667,1.80806,-1.2634,-0.127529,-0.880507,-0.215554,0.91814,0.342818,-1.50739,1
s99,0.173856,0.030226,0,1,0,0.139409,2.10256,-0.678931,0.405791,-0.323501,1.9712,0.652197,-0.429077,-0.431329,-0.75277,-0.308693,0.465986,1
s100,1.00221,1.00443,0,0,0,-0.346343,1.26116,0.212659,-0.992422,1.29918,1.17221,-1.48549,-0.624994,0.312394,0.84832,-0.705681,2.3442,0
s101,-1.21226,1.46957,0,0,1,-0.317651,0.249247,-0.620588,0.474791,-1.204,0.280381,0.746309,0.834095,0.470366,0.72976,1.16605,-1.721,0
s102,-0.502194,0.252199,1,0,1,0.526211,1.01842,0.774841,-1.04638,1.12033,0.265757,0.0544295,0.682765,-2.65691,-1.25366,-1.05616,-0.477925,0
s103,-1.53432,2.35415,1,1,0,1.02557,-1.29288,1.09053,0.16591,-0.753177,0.156952,-1.85754,-0.382686,0.968984,-1.33902,-0.165106,0.774341,0
s104,-1.23797,1.53257,0,1,0,-0.279924,-1.92908,0.580252,0.626312,-0.91443,1.19829,-0.508996,-0.367419,-0.0720267,-0.333963,0.731153,0.663661,1
s105,-1.34641,1.81282,1,0,1,-0.287606,-0.86609,0.881341,0.940406,1.63477,0.614779,-0.116007,0.645943,-0.405837,-0.310949,1.07285,1.66429,0
s106,0.736327,0.542177,0,0,0,-0.0683689,-0.857701,2.2533,0.227155,-1.06271,-0.542439,0.767871,0.44495,-0.393962,0.239488,0.293863,-0.771834,0
s107,0.271592,0.0737621,1,0,1,2.53473,1.5627,-0.0551785,0.306811,-0.9281,-1.24259,-0.729422,0.520382,1.23693,-0.764892,0.0847903,0.912975,1
s108,-0.827204,0.684267,1,0,0,-0.152909,0.96384,0.147707,0.557284,1.24512,-1.4188,0.121338,0.908295,-0.437665,-2.01604,-0.856598,-2.35657,0
s109,0.310023,0.0961142,1,0,1,1.64008,2.26706,0.946184,1.34827,-1.38044,-1.32991,0.824046,-1.26789,-0.852757,0.0577007,2.11768,-0.32838,1
s110,-0.717447,0.51473,1,1,0,1.11329,-0.465678,-1.12653,0.0588764,-0.863449,-0.689716,-1.6405,-1.54051,-0.0695012,-1.47576,-1.66646,-2.388,0
s111,0.898817,0.807872,0,1,0,1.68082,0.13114,0.68393,-0.27587,0.946542,0.182558,-0.0573079,-1.42154,0.6079,1.34969,0.337999,1.28942,0
s112,0.283881,0.0805886,1,0,0,-0.91352,0.149502,-0.77468,-1.00016,0.355639,0.203001,0.579016,0.230805,-0.798038,1.21191,1.55546,-0.629975,1
s113,0.729797,0.532603,1,0,0,0.039877,-0.122245,1.06394,-1.38442,-1.27476,-1.61711,0.346332,1.21183,-0.605366,0.52652,-0.378705,0.592975,0
s114,-1.08043,1.16733,0,0,1,3.09498,-0.874896,0.969587,-0.782233,-0.966885,0.956027,-0.891563,0.502238,-2.17291,-0.0841315,0.182649,-1.11057,1
s115,0.378253,0.143075,0,0,1,-0.59114,1.5406,-0.166189,-0.430281,-0.33415,-0.890693,-0.0142294,0.173129,0.147904,-0.573896,1.14747,-1.58485,1
s116,0.426449,0.181859,1,0,1,-0.169426,-0.0476972,0.00691656,1.01717,-1.27996,-1.12554,0.486999,1.36299,-1.5331,0.733913,1.16888,0.929435,0
s117,1.26444,1.59881,1,0,1,-1.5414,-1.92933,0.978123,-0.401163,0.52607,-0.808737,0.499367,0.678852,-2.39559,1.10116,2.03079,1.16629,1
s118,1.40898,1.98524,1,0,0,0.638099,0.678804,1.02516,0.569577,0.646797,2.41218,-0.720842,1.00262,0.2543,-0.447225,0.301461,-0.585057,0
s119,-1.43131,2.04866,1,0,1,0.474998,-0.355324,-0.683122,-0.667767,-0.109381,-0.482743,0.615835,0.989312,0.817021,0.520373,0.471487,0.432232,1
s120,-0.23218,0.0539077,0,0,1,0.69211,0.000545996,0.126446,-0.528171,3.13449,0.204069,-0.141773,-0.111545,-0.580444,0.583065,-0.247156,0.249555,0
s121,-0.321437,0.103322,0,1,0,-1.05415,0.574007,0.142923,0.901753,-0.0522095,-0.217297,-0.993348,0.246036,-0.562769,1.26966,-0.753605,-0.668627,1
s122,-0.84133,0.707837,1,0,0,1.19681,-1.67476,-0.334991,0.677882,-1.76844,0.402472,-0.14441,-0.066512,0.580835,1.21178,0.0929867,0.291219,1
s123,0.893335,0.798047,0,0,1,0.429374,0.381366,0.0743703,0.383822,-0.341798,-0.263066,-1.38939,-2.60768,-0.639303,1.30045,-0.26073,0.0457316,0
s124,0.126539,0.016012,0,0,0,1.10021,0.0909179,0.591172,2.42425,-0.291495,1.57596,0.370192,0.0849674,-0.877179,-0.114867,-1.12916,0.704544,0
s125,0.408571,0.16693,0,0,1,-1.40551,-0.049065,-0.564562,-1.9323,-0.388398,-0.236049,0.35929,-1.21523,0.551655,0.779731,-0.866551,-0.476455,1
s126,0.113341,0.0128461,1,1,0,-0.760149,0.376797,-1.71447,0.0369016,-1.87639,-0.543381,1.83224,2.69201,-0.25118,-0.168003,0.311375,1.1771,1
s127,-0.98754,0.975236,0,0,0,-1.15068,-0.0478597,-0.154044,-1.35032,-0.814759,1.62575,2.05768,1.99577,0.433264,0.274987,-0.203164,0.0385773,0
s128,-1.42192,2.02185,1,1,0,-1.41445,-1.46409,-0.165657,-0.925553,-0.175628,0.402651,-0.295592,-1.13609,1.46361,0.659252,1.5229,0.452426,1
s129,0.0580866,0.00337405,1,1,0,1.06024,1.1515,-0.059092,-0.539787,0.365545,-1.6864,0.168414,-0.8898,0.15359,0.87564,-0.195526,1.07588,0
s130,-0.724766,0.525286,1,0,0,-0.604556,0.504328,0.517686,0.85075,-1.91596,-0.0818488,0.731666,0.6369,0.225152,-0.601577,-0.146756,-1.28363,0
s131,-0.147217,0.0216727,1,1,0,0.810907,0.0974485,-0.581949,0.52366,-0.249681,0.492904,-1.05371,1.25477,-0.246832,-0.736214,1.26173,0.919856,0
s132,-2.02847,4.11471,0,1,0,-0.0408033,-1.17477,-1.44737,-0.556791,-1.71516,-1.16424,-0.364098,0.700583,0.215906,0.0220173,0.493394,0.625791,0
s133,-0.0732071,0.00535928,0,0,1,-0.611395,0.427931,0.967962,-0.469304,1.03241,-0.0165218,0.228995,2.08422,0.717314,0.453858,2.17909,-0.654072,1
s134,0.237158,0.0562437,0,0,1,1.2312,-0.17112,0.189096,0.00929439,-1.04317,0.447393,-0.218666,0.025283,0.811875,2.10848,-1.91179,0.462919,1
s135,-0.520701,0.271129,0,0,1,0.75051,0.650656,0.725442,-0.747199,-0.0562411,0.509351,2.0096,1.1289,1.292,-0.290104,-0.559613,-1.5685,0
s136,1.00716,1.01437,1,0,1,0.456881,-1.5972,0.205667,-0.296147,2.10919,0.889533,0.966904,-0.523983,0.885332,-0.678341,-1.3182,0.463323,0
s137,0.373748,0.139688,1,0,1,0.0910889,-1.15545,-0.0477974,0.692141,0.326965,-0.0303036,1.42187,-0.371391,0.335428,-0.0409442,-0.126485,-1.98844,0
s138,0.0719258,0.00517332,1,1,0,-0.875854,0.327805,-0.337345,-0.000466453,-0.158933,1.31999,0.358708,0.471509,1.2964,0.87406,-0.0349934,-1.73735,0
s139,-0.41183,0.169604,0,0,0,-0.951068,0.229397,0.359094,-0.293071,0.880368,-1.17171,1.37417,-1.4229,-0.530835,-1.37695,-0.558304,-0.727075,0
s140,-0.0734528,0.00539532,0,0,1,-1.50097,0.271157,1.44798,0.0619738,0.522121,1.12138,0.382823,-1.87868,-0.38434,1.64873,0.73718,0.290702,1
s141,-0.261819,0.0685494,1,0,1,-1.48738,0.427516,-0.229266,0.770928,0.502609,-1.6492,1.28912,-0.0811753,1.80944,0.44513,0.208238,-0.775491,0
s142,-0.687013,0.471988,0,1,0,1.15876,1.16037,-1.01412,0.930038,-0.139629,0.838974,-0.0909335,-0.0207899,0.541668,2.12677,-0.728529,-0.841686,0
s143,-1.21281,1.47091,0,0,1,-0.908242,1.58425,-1.30016,-0.890117,0.258043,0.699791,0.507394,-0.0971203,-0.355504,0.373391,0.323942,-0.0618412,1
s144,-1.76124,3.10197,1,1,0,-0.645173,-0.840705,1.75192,-0.474247,-1.41965,-1.18246,1.43448,0.249248,-0.4237,-0.460258,0.653912,1.03754,0
s145,0.26365,0.0695112,1,1,0,1.41701,-0.112448,0.264899,1.77819,0.884424,0.123013,0.276492,-0.0462521,-0.334039,-0.631096,1.55956,0.188162,1
s146,-0.899673,0.809412,1,0,1,0.677001,-0.434648,-0.657615,-2.75231,0.399583,-0.474543,-1.12728,-1.03611,0.807011,1.27388,0.197342,0.519676,1
s147,-0.150454,0.0226363,1,0,1,0.79765,0.912246,0.246979,-0.0623758,-0.490058,-0.429348,1.42117,0.309803,0.182685,-0.140336,-0.511086,-1.44022,0
s148,1.27777,1.63269,1,0,1,-1.7184,1.40768,0.252238,0.486538,0.0656803,-1.80737,0.141253,0.993143,1.66192,2.38519,0.956812,0.949442,1
s149,-0.177282,0.0314289,0,0,0,-0.053782,-0.357147,-1.06198,-0.598792,0.464894,-0.687909,0.443237,-1.02963,-1.55592,1.61807,-0.429888,1.04336,0
s150,0.462298,0.21372,0,1,0,-0.265909,-0.244895,-0.00577296,-0.803178,-0.0420532,0.27293,0.0523647,-1.01242,0.179079,-0.803399,0.831742,-1.4593,1
s151,-0.70599,0.498421,1,0,1,0.778984,1.3114,-0.9009,-0.036889,-0.0197369,1.30744,1.83442,0.430975,-0.679239,0.152572,0.889374,0.130275,1
s152,1.12661,1.26924,0,0,0,-1.06415,1.47576,-2.06059,-0.180154,-0.0402877,1.19228,-1.7035,2.2591,-0.0812976,0.472221,-0.831612,0.219045,0
s153,-0.147374,0.0217191,0,0,1,-0.184809,0.0872554,-1.09674,-1.04537,0.53207,0.998925,-0.254106,-0.338321,-0.718074,1.13706,0.504563,-0.34764,0
s154,1.38642,1.92215,0,1,0,0.185581,0.727938,-1.0834,-0.447271,0.239696,-0.550606,-1.83049,-0.247508,-0.486084,-2.33879,1.87816,-0.373248,0
s155,0.236973,0.0561564,1,0,1,-2.22239,-0.901406,-0.808405,-0.0752471,-0.453763,-0.559002,0.546777,1.42719,-0.635927,1.23917,-0.716253,0.285982,0
